FIPS,state,county name,income,unemployment_rate,less_HS,at_HS,some_college,BS_and_above,All Gender All Race,Male All Race,Female All Race,All Gender White,Male White,Female White,All Gender Black,Male Black,All Gender Hispanic,Male Hispanic,All Gender Asian and Pacific Islander,All Gender American Indian and Alaskan Native,Male American Indian and Alaskan Native,Female American Indian and Alaskan Native,Female Black,Female Hispanic,Male Asian and Pacific Islander,Female Asian and Pacific Islander
01001,AL,Autauga County,61500,5.8,14.88732074,33.78670612,29.6181425,21.70783064,425,533.8,337,427.8,518,354.1,442.6,626.3,null,null,null,null,null,null,290.7,null,null,null
01003,AL,Baldwin County,60400,6.1,11.62244345,28.81646251,31.81950326,27.74159078,383.5,482.4,302.3,385.8,481,307.1,427.7,553.7,241.2,291.4,98.4,325,451,null,343.8,null,null,null
01005,AL,Barbour County,44400,10.5,26.4092298,33.29470024,25.7717838,14.52428617,493.8,630.4,356,437.3,521.8,333.7,547,820,null,null,null,null,null,null,379,null,null,null
01007,AL,Bibb County,57100,7.2,23.85616703,41.60974352,25.5380848,8.99600464,433.8,555.4,325.7,415.1,526.5,311.6,466.8,612.4,169.2,179.1,null,null,null,null,359.4,131.6,null,null
01009,AL,Blount County,57100,6.1,24.33661473,36.15740382,27.12451231,12.38146914,416.5,506.2,333.5,424.6,517.4,339.9,439.8,569.7,165.4,219.4,null,null,null,null,355.9,null,null,null
01011,AL,Bullock County,40200,8.8,29.68976898,36.02640264,22.40264026,11.88118812,433.1,504,340.9,390.1,484.8,305.1,461.8,550.2,null,null,null,null,null,null,364.6,null,null,null
01013,AL,Butler County,39800,8.5,23.72700802,38.79696044,24.6076273,12.86840423,467,570.6,392.6,472.8,612.6,370,435.5,453.1,null,null,null,null,null,null,430.1,null,null,null
01015,AL,Calhoun County,53100,7.9,21.20352988,33.49041544,29.28623424,16.01982044,586.1,726.4,470.3,585.5,729.2,464.5,597.5,759.6,null,null,null,null,null,null,517.3,null,null,null
01017,AL,Chambers County,42000,6.7,26.22242919,35.04085348,27.71262859,11.02408873,389.4,500.3,313.2,361.1,442.7,298.8,489.7,717.7,null,null,null,null,null,null,389.1,null,null,null
01019,AL,Cherokee County,50300,5.8,22.92060747,33.54050694,30.41128466,13.12760093,490.8,598,422.4,492.7,603.5,423.1,570,758.5,null,null,null,null,null,null,459.2,null,null,null
01021,AL,Chilton County,52000,6.2,24.2632579,39.23302816,24.03869407,12.46501987,537.9,632,440.2,546.6,632.2,448.3,508.6,670.9,171,null,null,null,null,null,373,null,null,null
01023,AL,Choctaw County,42600,9,25.8708537,38.29676614,23.89518561,11.93719455,538.8,661.8,430.9,485.4,627.1,394.2,639.3,853.3,null,null,null,null,null,null,511,null,null,null
01025,AL,Clarke County,46000,12.1,21.58708028,41.3733008,24.34065296,12.69896596,453.5,595.1,341.3,408.9,509.9,321.4,536.7,772.9,null,null,null,null,null,null,394,null,null,null
01027,AL,Clay County,46100,7.1,25.83479789,38.20944898,27.10637858,8.849374548,549.7,615.6,464.2,540.1,598.6,446.9,601.6,686.4,null,null,null,null,null,null,506.8,null,null,null
01029,AL,Cleburne County,44200,6.6,25.77410793,38.05170549,26.69812248,9.476064091,546.9,659.5,442.5,542.8,646.6,440.6,594.2,759.3,null,null,null,null,null,null,500.3,null,null,null
01031,AL,Coffee County,58400,6.6,18.23460744,29.56388997,29.62375408,22.57774851,413.1,521.2,352.9,413,539.7,341.9,528.4,566,null,null,null,null,null,null,463,null,null,null
01033,AL,Colbert County,51000,8.3,16.57792071,34.93778996,30.44601434,18.03827499,542.3,672.7,427.1,559.7,697.1,437.2,464.1,568.7,null,null,null,null,null,null,389.3,null,null,null
01035,AL,Conecuh County,42500,10.3,24.23292273,41.2206047,24.81522956,9.731243001,478.5,581.4,384.1,476.9,601.6,374.1,490.4,566.6,null,null,null,null,null,null,432.9,null,null,null
01037,AL,Coosa County,50400,8.8,24.21194652,43.8611554,22.27400957,9.652888507,453.4,567.5,345.1,419.3,508.3,334.6,544.6,701.6,null,null,null,null,null,null,386.9,null,null,null
01039,AL,Covington County,46200,7.7,22.64784433,34.1434567,29.44677604,13.76192293,495.6,646.4,368.3,482.3,644.5,348.6,580.6,576.9,null,null,null,null,null,null,488.2,null,null,null
01041,AL,Crenshaw County,50700,6.9,23.6889311,38.94692413,26.33744856,11.02669621,474.9,654,342.1,467.8,649.3,333.6,471.8,549.2,null,null,null,null,null,null,335,null,null,null
01043,AL,Cullman County,45000,6,21.19849233,32.61712704,32.01806297,14.16631767,435.4,470.3,397.3,442.1,478.9,403,516.4,735.4,null,null,null,null,null,null,382.7,null,null,null
01045,AL,Dale County,53900,7,15.80254391,30.56935191,36.0841914,17.54391278,433.8,556,334.9,435.1,546.6,323.8,488,673.5,null,null,null,null,null,null,427.5,null,null,null
01047,AL,Dallas County,38800,11.2,24.66587839,35.26102691,26.73331183,13.33978287,584,719.4,475.6,502.2,625.5,403.6,642.5,734.7,null,null,null,null,null,null,540.2,null,null,null
01049,AL,DeKalb County,42900,6.8,29.48485301,35.5863453,25.05924297,9.86955872,545.1,679.9,434.5,563.8,703.1,443.3,539,692.4,185.5,null,null,null,null,null,506.5,null,null,null
01051,AL,Elmore County,61500,5.7,13.80485967,34.27575815,30.81182897,21.10755321,456.5,569.5,364,472.4,570.3,382.1,387.4,550,null,null,null,null,null,null,308.3,null,null,null
01053,AL,Escambia County,44400,8,24.81128479,34.9065955,28.09378574,12.18833397,469.1,570.6,356.9,454.7,548.1,339.2,445,528.9,164.1,232.7,null,310.1,null,null,355.6,116.3,null,null
01055,AL,Etowah County,42100,7,18.26485298,32.58759088,33.97587661,15.17167953,551,700.8,439.9,555.7,711.7,436.3,589.7,754.5,176.3,null,null,null,null,null,499.4,null,null,null
01057,AL,Fayette County,44700,7.8,24.20720571,38.934086,25.29470364,11.56400465,463.4,622.9,338.9,469.3,621.2,351.7,492.2,616.9,null,null,null,null,null,null,394.7,null,null,null
01059,AL,Franklin County,47100,7.7,26.93549919,33.81305215,27.092239,12.15920965,528,650.5,427.2,545.3,678.5,438.5,450,552.4,null,null,null,null,null,null,374.9,null,null,null
01061,AL,Geneva County,50000,6.7,24.71580296,37.12440626,27.28825319,10.8715376,445.3,568.6,335.2,451,597.1,326.7,448.4,471.5,null,null,null,null,null,null,441.1,null,null,null
01063,AL,Greene County,55700,12.4,24.4217231,39.37311431,24.57257794,11.63258465,488.2,615.7,353.1,393.7,539,294.1,553.2,801.4,null,null,null,null,null,null,415.5,null,null,null
01065,AL,Hale County,55700,9.8,26.84698461,37.54181401,23.88416324,11.72703813,479.2,594,387.3,419.9,543,351.6,537.8,736.2,null,null,null,null,null,null,428.1,null,null,null
01067,AL,Henry County,49900,7.5,20.95852992,36.16422482,27.12523798,15.75200728,409.9,545.9,331.7,397.4,522.8,311.7,489.3,617.6,null,null,null,null,null,null,412.6,null,null,null
01069,AL,Houston County,50000,6.7,16.73239024,34.34142051,29.66942755,19.25676171,372.4,455.6,319.1,357.3,453.4,304,445.9,474.5,null,null,null,null,null,null,398.6,null,null,null
01071,AL,Jackson County,48300,7.2,25.05243909,36.44651213,25.28639811,13.21465067,515.4,634.6,404.2,522.1,645.8,408.6,469.8,534.9,226.8,266.3,null,null,null,null,389.9,null,null,null
01073,AL,Jefferson County,57100,6.3,12.75154653,27.38259645,30.58237075,29.28348626,382,491.6,306.1,355,461.2,279.8,430.7,550.1,168.6,211.3,110.6,null,null,null,352.4,161.7,100.1,100.1
01075,AL,Lamar County,45200,6.9,23.73362018,39.21376882,26.90201447,10.15059652,478.4,598.2,380.8,488.4,605.6,394.7,409.7,507.1,null,null,null,null,null,null,332.5,null,null,null
01077,AL,Lauderdale County,51000,7.2,16.75017553,33.60726368,27.77494096,21.86761984,391.3,477.9,331.6,388,472.9,328.8,468.4,612.8,null,null,null,null,null,null,387.7,null,null,null
01079,AL,Lawrence County,55200,8.2,22.05035662,39.38300249,25.57789808,12.9887428,506.9,592.8,402.5,534.7,621.7,421.9,457.7,594.3,null,null,null,null,null,null,356.7,null,null,null
01081,AL,Lee County,63000,5.6,13.9688503,27.34182569,27.42019755,31.26912646,370.6,457.3,305.5,352.3,429.3,290.5,476.8,671,45.9,null,199.2,null,null,null,381.7,null,null,null
01083,AL,Limestone County,71500,6.1,18.93404679,31.02282928,28.19249116,21.85063278,449.9,550.9,365.9,468.8,568.5,383.4,428.9,532.2,135.7,null,null,null,null,null,352,null,null,null
01085,AL,Lowndes County,61500,12.8,23.81208776,38.91506259,23.11212815,14.1607215,442.5,501.6,399.5,381.9,483.7,317.8,499.3,541.2,null,null,null,null,null,null,443.9,null,null,null
01087,AL,Macon County,45000,9.1,20.44134727,29.09794812,31.01045296,19.45025165,555.7,711,376.7,423.1,508.4,315.2,614.5,846.1,null,null,null,null,null,null,396.6,null,null,null
01089,AL,Madison County,71500,6.1,10.53225945,21.91329723,29.77183718,37.78260614,387.1,477.4,316.8,395,485.8,325.3,426.5,514.9,128.4,182,67.4,null,null,null,353.8,71.9,75.7,75.7
01091,AL,Marengo County,46500,7.9,16.96892113,37.77114003,27.60827822,17.65166062,550.4,651.2,475.7,496.6,570,400.3,611.6,729.5,null,null,null,null,null,null,531.2,null,null,null
01093,AL,Marion County,47000,7.9,28.30797603,35.06224066,27.92992162,8.699861687,570.4,668.5,476.1,583.7,684.7,488.5,470.6,651.6,null,null,null,null,null,null,341,null,null,null
01095,AL,Marshall County,50800,6.6,25.43969339,31.89989769,27.31701772,15.3433912,507.7,639.2,400.6,520.3,659.7,407.4,548,632.1,158.1,245,null,null,null,null,441,null,null,null
01097,AL,Mobile County,52400,7.7,16.36110987,33.4939561,29.85678426,20.28814978,446.2,571.6,352.3,443,560.7,350.1,473,615.5,130.8,166.4,66.6,355.2,505.5,null,373.3,133.8,68.9,68.9
01099,AL,Monroe County,41200,11,24.05755583,41.05084966,25.03418191,9.857412592,393.7,484.5,328.3,387.7,499,305.2,456.5,460.3,null,null,null,null,null,null,445.5,null,null,null
01101,AL,Montgomery County,61500,6.8,14.71769786,26.47778203,27.88382707,30.92069305,361.2,475.6,281.2,353.8,475.3,266.8,371.8,484.9,151.2,null,24.2,null,null,null,300.7,null,null,null
01103,AL,Morgan County,55200,6.6,18.04383027,31.90487374,30.52049986,19.53079614,467.5,566.8,383.8,476.5,570.8,395.6,471.4,701.4,135.4,null,null,null,null,null,346.5,null,null,null
01105,AL,Perry County,32800,12,27.66493699,40.13343217,21.24536694,10.9562639,543.2,660.3,446.8,508,624.3,417.2,608.1,745.1,null,null,null,null,null,null,497.8,null,null,null
01107,AL,Pickens County,43400,8.1,22.5317401,42.24047797,25.39208364,9.835698282,463.2,589.5,333.7,432.1,547.8,317.9,503.8,625.4,null,null,null,null,null,null,391.7,null,null,null
01109,AL,Pike County,44200,7.3,18.41511414,35.99055366,23.12778798,22.46654421,423.1,486.3,352.6,404.2,497,326.9,484.1,505,null,null,null,null,null,null,412.2,null,null,null
01111,AL,Randolph County,46300,6.7,28.36370686,35.2139072,24.54439705,11.87798888,561.9,678,433,536.2,658.5,409.9,613.8,812.2,null,null,null,null,null,null,418.5,null,null,null
01113,AL,Russell County,48200,6.5,21.62927778,32.22215864,31.48964175,14.65892183,353.5,438.7,301.4,369.7,479,298.6,354.7,380.2,257.6,null,null,null,null,null,388,null,null,null
01115,AL,St. Clair County,57100,5.7,19.27132598,34.40707655,31.42056402,14.90103346,441.3,564.3,344.7,441.1,567.4,340.7,529.3,656.5,174.8,178.7,null,null,null,null,415.8,172.8,null,null
01117,AL,Shelby County,57100,4.5,8.510768853,21.3866049,29.55988832,40.54273793,307.3,377.9,255.6,310.9,385.7,254.5,356.3,453.9,173,149.2,113.6,null,null,null,318.8,171.3,null,null
01119,AL,Sumter County,34100,8.4,24.57183635,38.99857279,21.12274025,15.30685062,485.5,600.7,414.4,451,624.2,365.9,505,597.2,null,null,null,null,null,null,487.6,null,null,null
01121,AL,Talladega County,41700,7.7,22.1221024,37.51567482,28.0695783,12.29264448,464,502.1,421.3,439.2,485.5,392.7,577.9,595,162.3,null,null,null,null,null,525.4,null,null,null
01123,AL,Tallapoosa County,50900,7.5,22.23945409,35.22194651,27.05403915,15.48456024,436.8,525.2,353.1,414.6,488.6,345.2,532.3,712.7,null,null,null,null,null,null,392.7,null,null,null
01125,AL,Tuscaloosa County,55700,5.9,14.22755705,31.75035818,27.45658175,26.56550302,415.2,546.6,316.1,395.4,536.5,285.6,477.5,597.3,138.5,117,null,null,null,null,362.5,null,null,null
01127,AL,Walker County,41400,7.9,23.93416489,35.61903531,30.18806954,10.25873026,668.2,761.5,556.1,687.5,783.4,580.4,446.4,560.9,157.5,170.2,null,null,null,null,358.3,null,null,null
01129,AL,Washington County,55000,9.5,20.09341752,48.27437073,22.0828648,9.549346942,514.9,608.1,410.8,491.2,588.9,376,524.5,629.3,173.6,null,null,346.3,500.8,null,448.2,null,null,null
01131,AL,Wilcox County,29000,16.8,28.72382458,38.44330304,21.77005136,11.06282102,758,814.5,653.7,478.4,576.7,390.3,892.2,997.1,null,null,null,null,null,null,721.6,null,null,null
01133,AL,Winston County,42300,8.6,30.08839265,30.12328448,28.12863457,11.6596883,442.8,476.4,419.6,450.8,483.7,428.7,486.9,603.7,null,null,null,null,null,null,378.8,null,null,null
02013,AK,Aleutians East,65100,4.4,20.37875669,38.6578839,25.23672293,15.72663648,105.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
02016,AK,Aleutians West,87000,4.7,20.95734127,33.58134921,33.48214286,11.97916667,211.9,347.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
02020,AK,Anchorage,87800,5.1,7.667295879,23.25502733,36.32554638,32.75213041,257.9,332.1,196.5,253.4,317.5,197.6,220.4,301.6,98.7,136.2,214.9,477.9,789,292.4,149.2,67.2,174.8,174.8
02050,AK,Bethel,58900,15.8,20.00897767,40.47806082,27.86443721,11.6485243,351.6,489.8,218.9,293.2,null,209.1,null,null,null,null,null,391.9,570.8,288.6,null,null,null,null
02068,AK,Denali,86600,10.2,11.28798842,22.72069465,40.37626628,25.61505065,305.5,401.2,212.9,309.2,400.7,214.8,null,null,null,null,null,406.5,594.5,null,null,null,null,null
02070,AK,Dillingham,68100,9.9,17.40588893,30.60007454,33.73089825,18.26313828,411.6,569,260.4,null,null,null,null,null,null,null,null,456.8,598,298.2,null,null,null,null
02090,AK,Fairbanks North Star,78400,5.7,6.738777168,25.44349651,39.22743585,28.59029047,305.7,401.2,212.2,309.2,401,214.9,414.6,null,153.3,null,null,379.6,524.1,252.6,null,null,null,null
02100,AK,Haines,74200,10.6,3.327877796,30.4964539,33.22422259,32.95144572,295.7,408.1,228.2,259.5,385.5,223.6,null,null,null,null,null,551.3,null,null,null,null,null,null
02110,AK,Juneau,94100,5,4.227923963,22.34759809,37.55501451,35.86946343,295.7,368,228.2,259.5,281.6,223.6,null,null,null,null,null,551.3,null,null,null,null,null,null
02122,AK,Kenai Peninsula,75800,7.7,7.174614937,31.72868258,37.57740962,23.51929286,299.4,367.1,213.9,289.9,353.8,207,216.6,295.3,79.4,null,125,509.4,870.5,286.5,null,null,144.5,144.5
02130,AK,Ketchikan Gateway,83400,7.7,6.261003521,32.87852113,37.26892606,23.5915493,326.8,496.9,164.3,354.4,550.9,161.2,null,null,null,null,null,null,null,null,null,null,null,null
02150,AK,Kodiak Island,69700,5.6,8.36283726,22.51251373,44.53668661,24.5879624,274.8,396,174.5,288.5,414.2,192.8,null,null,null,null,null,584.2,944.8,null,null,null,null,null
02164,AK,Lake and Peninsula,50200,16.1,15.14792899,28.40236686,39.64497041,16.80473373,387,526.8,226.9,327,529.3,215.8,null,null,null,null,null,482.9,699.9,309.6,null,null,null,null
02170,AK,Matanuska-Susitna,82500,7.9,7.698343349,31.2570216,39.83273,21.21190506,244.7,306.3,199.4,253.5,308,198.9,216.5,295.5,60.6,null,94.6,325.4,457.7,274.3,null,null,161.3,161.3
02180,AK,Nome,56000,12.1,16.37415622,40.30858245,27.88813886,15.42912247,378.8,503.6,279,null,null,null,null,null,null,null,null,431.7,560.1,333.7,null,null,null,null
02185,AK,North Slope,75100,5.9,14.61681611,30.417865,37.08340382,17.88191507,327.4,452.7,227.7,126,61.5,null,null,null,null,null,null,380.8,554.3,248.7,null,null,null,null
02188,AK,Northwest Arctic,56100,16.8,20.40030793,42.0066718,26.68719528,10.90582499,338.3,453.6,242.5,null,null,null,null,null,null,null,null,411.3,556.2,291.5,null,null,null,null
02220,AK,Sitka,75300,5,8.642384106,24.51986755,32.20198675,34.63576159,261.9,312,213.3,241.8,319.9,183.2,null,null,null,null,null,null,null,null,null,null,null,null
02240,AK,Southeast Fairbanks,67100,13,8.238446082,30.43089975,39.02656843,22.30408573,290,345.1,199.8,298.9,349,204.5,null,null,null,null,null,336,473.4,225.4,null,null,null,null
02261,AK,Valdez-Cordova,81400,9.5,10.04488469,23.61863489,42.68689057,23.64958985,267.9,332.2,202,254.2,317.7,202.5,null,299.1,180.5,null,null,439.3,707.3,285.9,null,null,160.8,160.8
02290,AK,Yukon-Koyukuk,47800,18.7,19.1885038,36.12285151,35.53113553,9.157509158,297.8,387.9,208.6,272,367.3,203.1,null,null,null,null,null,384.4,548.2,267.2,null,null,null,null
04001,AZ,Apache County,36700,15.7,25.62584248,31.73262084,32.31513576,10.32640092,272.3,336.1,207.8,344.3,363.6,260.8,null,null,254.1,330,null,228.6,308.5,169.6,null,220.6,null,null
04003,AZ,Cochise County,54100,8.4,14.69962277,24.60784866,38.30189742,22.39063116,308.2,365.2,236.5,323.4,390.3,237.9,359.2,447,251.4,343.4,156.3,234,345,205,245.9,175.9,149.7,149.7
04005,AZ,Coconino County,56500,7.1,12.90380382,22.26744484,34.17549788,30.65325347,236.8,298.9,186,244.8,306.4,193.5,235,null,227.4,261,201.1,230,356.5,160.2,null,193.5,null,null
04007,AZ,Gila County,49200,8.3,14.95894696,31.88843998,37.50293236,15.6496807,290.6,370.8,207.9,302.2,375.9,217.6,327.5,380.1,212.1,259.1,142.5,263.7,346.8,172.8,273.8,173.8,99.2,99.2
04009,AZ,Graham County,51000,7.4,15.63951129,33.74058879,37.71245661,12.90744331,281.3,336.1,220.3,315.2,377.2,238.9,350.9,392.3,225.3,256.2,null,204.3,335.9,144.9,259.3,186.8,null,null
04011,AZ,Greenlee County,55000,6.5,14.38189639,36.207219,37.03011034,12.38077427,293.3,376.9,223.7,337.3,410.8,270.3,291.7,null,268.8,433.3,null,213.2,310.1,139.2,null,207.3,null,null
04012,AZ,La Paz County,40100,7.6,25.96559763,31.89465062,32.12147943,10.01827232,370.7,521.3,205,391.7,575.9,200.1,401.3,465.3,235,288.5,171.9,399.2,689.3,254.3,337.4,184.9,140.4,140.4
04013,AZ,Maricopa County,62200,5.8,13.84732304,23.17514333,33.50541201,29.47212162,255.1,325.9,196.9,261.3,335.8,199.1,330.8,399.3,208.3,259.9,133.8,262.5,316.6,229.1,271.1,167,104.6,104.6
04015,AZ,Mohave County,45300,8.7,16.31314101,33.60459058,37.9038008,12.17846761,450.3,546,349.4,476,577.1,372.1,442.8,541.9,238.8,287.5,216.2,375.6,537.5,223.3,372.9,199,171.2,171.2
04017,AZ,Navajo County,49700,11.1,19.79795812,27.78765674,37.82230125,14.59208388,273.9,335.7,217.9,299.8,344.7,252.3,null,null,248.8,295.9,null,232.4,334.2,149.2,null,220.6,null,null
04019,AZ,Pima County,59900,6,12.99113142,22.85370776,34.76601647,29.38914435,270.7,340.2,210.2,282.4,349.9,221,336.1,473.2,223.1,289.4,115.1,310.9,365.4,236.7,270,171.6,106.6,106.6
04021,AZ,Pinal County,62200,7,15.76341716,29.07161302,36.83448741,18.33048241,246.3,287.6,204.5,248.3,294.7,206,336.1,406,218.1,257.1,135.5,308.2,355.1,246.6,268.2,178.7,91.1,91.1
04023,AZ,Santa Cruz County,43500,13,27.80309936,29.01970409,23.87981207,19.29738448,258.2,346.7,194.9,280.3,354.8,225.1,364.7,499.9,233.1,320.6,113.4,312.3,405,245.8,246.8,169.2,113.9,113.9
04025,AZ,Yavapai County,50400,6.4,9.813344254,26.03326145,39.72561541,24.42777888,275,353.4,205.1,282.6,365.6,208.8,319,374.8,209.2,256.9,134.6,271.9,406,186.4,267.3,167.5,95,95
04027,AZ,Yuma County,47300,22.9,28.50729799,25.05809968,32.28252328,14.15207905,234.1,281.4,196.7,246.7,297.9,202.4,336.6,407.8,208.1,254.4,134.9,285.4,347.2,231.2,277.5,166.8,108.2,108.2
05001,AR,Arkansas County,51800,5.2,17.55812187,42.70627564,26.72086309,13.0147394,428.5,559.6,337,435.2,566.3,341.3,523.9,645.4,null,null,null,null,null,null,469.7,null,null,null
05003,AR,Ashley County,49400,8.9,17.21962141,43.50362983,26.15509872,13.12165004,481.4,600.6,382.9,470,561.8,385.4,502,688,null,null,null,null,null,null,377.4,null,null,null
05005,AR,Baxter County,44800,6.5,13.15965264,37.08051023,34.25899418,15.50084296,349.9,489,240,356.1,495.9,242.1,null,null,null,null,null,null,null,null,null,null,null,null
05007,AR,Benton County,56700,4.5,14.32702344,31.04635089,26.51000085,28.11662482,298,368.7,240.5,302.8,372.2,246.6,138.7,null,295.4,517.8,402,367.6,521.2,285.5,null,148.1,382.3,382.3
05009,AR,Boone County,48900,5.8,14.62138954,38.7236534,31.264637,15.39032006,477.4,538.8,413.8,483.8,545.9,420.1,null,null,null,null,null,null,null,null,null,null,null,null
05011,AR,Bradley County,41600,7.8,25.51848512,40.4482803,22.73605565,11.29717893,580.4,636.2,476.3,522.2,572.7,441.7,719.5,764.6,null,null,null,null,null,null,570.7,null,null,null
05013,AR,Calhoun County,42100,6.4,21.09682498,47.36289688,24.71792181,6.822356337,491.3,585.8,404.6,476.8,538.9,412.3,538.2,747.5,null,null,null,null,null,null,377.6,null,null,null
05015,AR,Carroll County,44700,5.1,18.82518357,37.37436859,27.27178045,16.5286674,343.9,431.8,278.4,356.3,442.9,292.6,null,null,245.1,415.8,356.4,null,null,null,null,null,null,null
05017,AR,Chicot County,34700,10.2,27.45754308,40.73385397,17.61497459,14.19362836,495.3,616.4,408.3,476.8,590.5,378.5,531.2,769.3,null,null,null,null,null,null,399,null,null,null
05019,AR,Clark County,48200,6.7,14.84101571,36.71904088,26.81510165,21.62484176,463.9,571.6,375.8,461.4,558.1,379.1,474.6,526.9,null,null,null,null,null,null,374.1,null,null,null
05021,AR,Clay County,42300,7.7,23.38193457,43.46550498,23.21301565,9.939544808,487.4,589,379.3,493.5,596.3,382.3,488.8,null,null,null,null,null,null,null,null,null,null,null
05023,AR,Cleburne County,47700,8.1,16.49017438,38.12760129,28.46003899,16.92218534,376.3,465.1,300.8,384,475.3,306.2,491.1,577,null,null,null,null,null,null,448.8,null,null,null
05025,AR,Cleveland County,41600,6.7,14.90015361,45.40023895,25.3968254,14.30278204,577.5,692.4,461.6,574.8,682.2,456.4,583.9,730.7,null,null,null,null,null,null,462.2,null,null,null
05027,AR,Columbia County,49800,7,15.5167925,36.77427753,28.65790159,19.05102838,447.9,488.9,369.1,435.3,491,362,492.8,635.9,null,null,null,null,null,null,389.1,null,null,null
05029,AR,Conway County,51100,7,17.00356718,43.13492341,25.44589774,14.41561167,447,531.3,344.8,464.7,555,354.4,406.1,502.1,null,null,null,null,null,null,339.8,null,null,null
05031,AR,Craighead County,48500,5.3,15.30774322,34.3414957,26.62475182,23.72600927,448.3,553.4,377.6,450.7,560.3,378.2,612.7,671.9,null,null,null,null,null,null,559.5,null,null,null
05033,AR,Crawford County,47000,5.9,18.81552144,36.53301535,31.3161425,13.33532071,425.4,537.2,336.5,440.7,559.8,347.6,443.4,561.6,316.6,230.8,85.1,127,221.9,187.3,313.5,null,null,null
05035,AR,Crittenden County,58000,7.2,21.34518822,34.76508779,29.3312438,14.55848019,403,540.2,306.4,351.8,465.2,276.4,492.2,698.9,172.2,87.7,123.8,null,null,null,353.2,null,null,null
05037,AR,Cross County,48900,6.2,20.02328289,46.67387327,21.35373358,11.94911026,397,557.5,317.9,402.5,555.7,316,484.5,691.3,null,null,null,null,null,null,352.3,null,null,null
05039,AR,Dallas County,39400,8.8,19.17982217,50.82562148,19.83306115,10.16149519,457.3,583.1,347.8,464.7,556.2,362.8,456.8,688,null,null,null,null,null,null,355.1,null,null,null
05041,AR,Desha County,38600,7.9,24.29234339,39.7099768,23.225058,12.77262181,698.2,852.1,503.8,555,663.2,400.5,762.9,849.6,null,null,null,null,null,null,542.8,null,null,null
05043,AR,Drew County,47500,8.1,17.33084619,36.14549771,25.74190266,20.78175343,475.5,612.3,388.6,471.1,614.7,387.6,600.4,742.9,null,null,null,null,null,null,526.4,null,null,null
05045,AR,Faulkner County,62100,5.4,11.19312096,31.87280811,30.76053941,26.17353153,349.6,448.2,278.4,348.3,445.9,274.2,455.1,593.1,null,null,117.5,null,null,null,370.6,null,null,null
05047,AR,Franklin County,42200,5.5,16.82802757,39.59632425,31.10436495,12.47128323,432.8,538,334.1,449.4,565.7,350.7,414.8,555.1,173.4,null,null,null,null,null,null,null,null,null
05049,AR,Fulton County,38800,5.7,17.04252216,44.11533715,28.49769999,10.3444407,424.6,528.9,319.1,431.5,536.2,324.5,null,null,null,null,null,null,null,null,null,null,null,null
05051,AR,Garland County,46700,6.2,13.97474268,32.54836119,33.07540696,20.40148916,419.5,523.9,330.9,419.1,529.1,326.2,446.7,514.7,93.3,null,null,null,null,null,352,null,null,null
05053,AR,Grant County,62400,5.3,15.834298,40.7226724,26.45940136,16.98362825,348.3,460.9,272.9,354.7,469.2,270.8,451,599.4,null,null,219.2,null,null,null,371.9,null,null,null
05055,AR,Greene County,48700,6.2,17.81648411,43.27886515,26.403304,12.50134674,451.3,526.2,359.8,456.8,534.1,361.2,559.6,580.3,null,null,null,null,null,null,569.7,null,null,null
05057,AR,Hempstead County,44400,5.8,20.76207416,35.6615132,28.64961007,14.92680257,455.3,567.4,372.7,461.2,553.8,389.3,485.2,646.2,null,null,null,null,null,null,364.3,null,null,null
05059,AR,Hot Spring County,49000,5.6,17.09780298,40.14883062,29.94330262,12.81006378,423.3,519.7,321.1,430,519.1,327.3,394.8,528,null,null,null,null,null,null,338.4,null,null,null
05061,AR,Howard County,43100,5.7,23.99911279,39.55861151,25.17467007,11.26760563,470.4,554.3,393.2,476.4,555.8,403.2,526.3,658.4,null,null,null,null,null,null,417,null,null,null
05063,AR,Independence County,46500,7.6,18.35209036,39.43850811,28.94811685,13.26128469,516.1,599.4,425.7,514.6,605.8,413.8,736.5,746.7,null,null,null,null,null,null,506.9,null,null,null
05065,AR,Izard County,42200,7.4,19.61826053,39.79732389,29.1519087,11.43250689,427,538.7,325,433.8,550.3,327.1,null,null,null,null,null,null,null,null,null,null,null,null
05067,AR,Jackson County,38400,9,24.74014124,43.7752916,22.00269777,9.481869396,478.1,590.5,382.7,479.1,595.7,385.6,593.1,776.4,null,null,null,null,null,null,476.2,null,null,null
05069,AR,Jefferson County,41600,8.6,17.15686275,37.15726128,28.04678782,17.63908816,578.5,731.2,456,573.6,726.4,435.3,567.2,697.8,null,null,null,null,null,null,449.2,null,null,null
05071,AR,Johnson County,41700,6.4,22.58142779,40.38333232,21.38048159,15.65475829,446.9,549,359.2,458.8,565.6,367.6,null,null,null,null,null,null,null,null,null,null,null,null
05073,AR,Lafayette County,39400,7.5,24.04032571,43.46645987,20.51182629,11.98138813,437.7,571.8,303.5,415.7,523.5,293.7,445.5,582.2,null,null,null,null,null,null,330.2,null,null,null
05075,AR,Lawrence County,41400,7.1,23.57404723,43.25176912,24.02591866,9.148264984,461.2,571.5,369.5,470.3,586.8,373.3,549.4,665.6,null,null,null,null,null,null,561.1,null,null,null
